ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000020286-06-000038	1075378	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0				D			
0000020286-06-000038	1075379	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0				D			
0000020286-06-000038	1075374	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0				D			
0000020286-06-000038	1075373	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		2288.0				2288.0				D			
0000020286-06-000038	1075380	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		6615.0				6615.0				D			
0000020286-06-000038	1075371	Employee Stock Option (right to buy)		41.63					F1	25-JAN-2015		Common Stock		21000.0				21000.0				D			
0000020286-06-000038	1075370	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000038	1075372	Stock Option		18.59					F1	06-APR-2006		Common Stock		3000.0				3000.0				D			
0000020286-06-000036	1230859	Employee Stock Option (right to buy)		26.95				25-JAN-2001		25-JAN-2010		Common Stock		48460.0				48460.0				D			
0000020286-06-000036	1230860	Employee Stock Option (right to buy)		30.6				27-JAN-2000		27-JAN-2009		Common Stock		3675.0				3675.0				D			
0000020286-06-000036	1230861	Employee Stock Option (right to buy)		30.72					F2	24-AUG-2008		Common Stock		1400.0				1400.0				D			
0000020286-06-000036	1230862	Employee Stock Option (right to buy)		32.45				01-FEB-2004		01-FEB-2013		Common Stock		55125.0				55125.0				D			
0000020286-06-000036	1230867	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		63000.0				63000.0				D			
0000020286-06-000036	1230864	Employee Stock Option (right to buy)		34.96				28-JAN-2003		28-JAN-2012		Common Stock		55125.0				55125.0				D			
0000020286-06-000036	1230865	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		55125.0				55125.0				D			
0000020286-06-000036	1230866	Employee Stock Option (right to buy)		38.87				07-FEB-1999		07-FEB-2008		Common Stock		6615.0				6615.0				D			
0000020286-06-000036	1230863	Employee Stock Option (right to buy)		32.81				31-JAN-2002		31-JAN-2011		Common Stock		55125.0				55125.0				D			
0000020286-06-000034	1401954	Employee Stock Option (right to buy)		26.95					F2	25-JAN-2010		Common Stock		9713.0				9713.0				D			
0000020286-06-000034	1401955	Employee Stock Option (right to buy)		30.6					F2	27-JAN-2009		Common Stock		4410.0				4410.0				D			
0000020286-06-000034	1401956	Employee Stock Option (right to buy)		30.72					F2	24-AUG-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000034	1401957	Employee Stock Option (right to buy)		32.45					F2	01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000034	1401962	Employee Stock Option (right to buy)		41.62					F2	25-JAN-2015		Common Stock		15750.0				15750.0				D			
0000020286-06-000034	1401959	Employee Stock Option (right to buy)		34.96					F2	28-JAN-2012		Common Stock		5513.0				5513.0				D			
0000020286-06-000034	1401960	Employee Stock Option (right to buy)		38.8					F2	19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000034	1401961	Employee Stock Option (right to buy)		38.87					F2	07-FEB-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000034	1401958	Employee Stock Option (right to buy)		32.81					F2	31-JAN-2011		Common Stock		5513.0				5513.0				D			
0000020286-06-000032	1376254	Employee Stock Option (right to buy)		26.95					F1	25-JAN-2010		Common Stock		9713.0				9713.0				D			
0000020286-06-000032	1376255	Employee Stock Option (right to buy)		30.6					F1	27-JAN-2009		Common Stock		4410.0				4410.0				D			
0000020286-06-000032	1376256	Employee Stock Option (right to buy)		30.72					F1	24-AUG-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000032	1376257	Employee Stock Option (right to buy)		32.45					F1	01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000032	1376262	Employee Stock Option (right to buy)		41.62					F1	25-JAN-2015		Common Stock		15750.0				15750.0				D			
0000020286-06-000032	1376259	Employee Stock Option (right to buy)		34.96					F1	28-JAN-2012		Common Stock		5513.0				5513.0				D			
0000020286-06-000032	1376260	Employee Stock Option (right to buy)		38.8					F1	19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000032	1376261	Employee Stock Option (right to buy)		38.87					F1	07-FEB-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000032	1376258	Employee Stock Option (right to buy)		32.81					F1	31-JAN-2011		Common Stock		5513.0				5513.0				D			
0000850606-06-000003	1318766	Common Stock Options	F1	15.0				16-MAR-1998		15-MAR-2008		Common Stock		5000.0				5000.0				D			
0000850606-06-000003	1318767	Common Stock Options	F1	9.75				22-MAR-2000		21-MAR-2010		Common Stock		2000.0				2000.0				D			
0000850606-06-000003	1318768	Common Stock Options	F1	9.63				28-MAR-2001		27-MAR-2011		Common Stock		3000.0				3000.0				D			
0000850606-06-000003	1318773	Common Stock Options	F1	22.44				23-MAR-2005		23-MAR-2015		Common Stock		3000.0				3000.0				D			
0000850606-06-000003	1318770	Common Stock Options	F1	14.86				17-MAR-2003		16-MAR-2013		Common Stock		1000.0				1000.0				D			
0000850606-06-000003	1318771	Common Stock Options	F1	18.8				17-DEC-2003		17-DEC-2013		Common Stock		4500.0				4500.0				D			
0000850606-06-000003	1318772	Common Stock Options	F1	18.8				02-JAN-2004		16-DEC-2013		Common Stock		500.0				500.0				D			
0000850606-06-000003	1318769	Common Stock Options	F1	11.13				27-MAR-2002		27-MAR-2012		Common Stock		2000.0				2000.0				D			
0000020286-06-000030	1252267	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000030	1252268	Employee Stock Option (right to buy)		41.63					F1	25-JAN-2015		Common Stock		21000.0				21000.0				D			
0000020286-06-000030	1252269	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		3308.0				3308.0				D			
0000020286-06-000030	1252270	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0				D			
0000020286-06-000030	1252276	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000030	1252272	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000030	1252273	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000030	1252274	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0				D			
0000020286-06-000030	1252275	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0				D			
0000020286-06-000030	1252271	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		5513.0				5513.0				D			
0001091862-06-000121	1232944	ISO Stock Option (Right to Buy)		5.85				20-OCT-2004		19-OCT-2003		Common Stock		735.0				735.0				D			
0001091862-06-000121	1232945	ISO Stock Option (Right to Buy)		6.38				21-JAN-2004		21-JAN-2013		Common Stock		15000.0				15000.0				D			
0001091862-06-000121	1232946	ISO Stock Option (Right to Buy)		26.41				04-AUG-1999		07-OCT-2007		Common Stock		4278.0				4278.0				D			
0001091862-06-000121	1232947	NQ Stock Option (Right to Buy)		5.85				20-OCT-2004		19-NOV-2013		Common Stock		19265.0				19265.0				D			
0001091862-06-000121	1232953	NQ Stock Option (Right to Buy)		26.41				04-AUG-1999		07-NOV-2007		Common Stock		10722.0				10722.0				D			
0001091862-06-000121	1232949	NQ Stock Option (Right to Buy)		7.25				22-OCT-2003		21-NOV-2012		Common Stock		9863.0				9863.0				D			
0001091862-06-000121	1232950	NQ Stock Option (Right to Buy)		7.92				23-OCT-2002		22-NOV-2011		Common Stock		12500.0				12500.0				D			
0001091862-06-000121	1232951	NQ Stock Option (Right to Buy)		8.16				31-OCT-2001		30-NOV-2010		Common Stock		30000.0				30000.0				D			
0001091862-06-000121	1232952	NQ Stock Option (Right to Buy)		8.34				19-OCT-2000		19-NOV-2009		Common Stock		81244.0				81244.0				D			
0001091862-06-000121	1232948	NQ Stock Option (Right to Buy)		6.38				21-JAN-2004		20-FEB-2013		Common Stock		10690.0				10690.0				D			
0000020286-06-000028	1325472	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000028	1325473	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		6300.0				6300.0	F1			D			
0000020286-06-000028	1325474	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		1654.0				1654.0	F1			D			
0000020286-06-000028	1325475	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000028	1325481	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		1654.0				1654.0	F1			D			
0000020286-06-000028	1325477	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		1103.0				1103.0	F1			D			
0000020286-06-000028	1325478	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000028	1325479	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		4410.0				4410.0	F1			D			
0000020286-06-000028	1325480	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000028	1325476	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		2205.0				2205.0	F1			D			
0001029407-06-000016	1412750	Stock Option		36.23					F1	09-MAY-2015		Common Stock		10000.0				10000.0				D			
0000020286-06-000026	1282359	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282360	Employee Stock Option (right to buy)		41.63					F1	25-JAN-2015		Common Stock		21000.0				21000.0				D			
0000020286-06-000026	1282361	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282362	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000026	1282363	Stock Option		20.85				15-APR-1998		15-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000026	1282370	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282365	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282366	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0				D			
0000020286-06-000026	1282367	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282368	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282369	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0				D			
0000020286-06-000026	1282364	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0				D			
0000020286-06-000024	1257207	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000024	1257208	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		11025.0				11025.0	F1			D			
0000020286-06-000024	1257209	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		4410.0				4410.0	F1			D			
0000020286-06-000024	1257210	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000024	1257211	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000024	1257212	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		4410.0				4410.0	F1			D			
0000020286-06-000024	1257213	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000024	1257214	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000024	1257205	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000024	1257206	Employee Stock Option (right to buy)		41.63					F3	25-JAN-2015		Common Stock		5250.0				5250.0	F1			D			
0000354190-06-000004	1443752	Non-Qualified Stock Option (right to buy)		9.25					F3	30-AUG-2008		Common Stock		12000.0				12000.0				D			
0000354190-06-000004	1443751	Non-Qualified Stock Option (right to buy)		7.97					F3	17-JUL-2006		Common Stock		4000.0				4000.0				D			
0000354190-06-000004	1443759	Non-Qualified Stock Option (right to buy)		29.42					F3	21-JUL-2014		Common Stock		50000.0				50000.0				D			
0000354190-06-000004	1443754	Non-Qualified Stock Option (right to buy)		22.7					F3	21-JUL-2012		Common Stock		25000.0				25000.0				D			
0000354190-06-000004	1443760	Non-Qualified Stock Option (right to buy)		33.28				01-JAN-2005	F3	31-MAR-2014		Common Stock		15024.0				15024.0				D			
0000354190-06-000004	1443753	Non-Qualified Stock Option (right to buy)		18.5					F3	20-JUN-2010		Common Stock		27000.0				27000.0				D			
0000354190-06-000004	1443758	Non-Qualified Stock Option (right to buy)		27.25					F3	20-JUL-2015		Common Stock		50000.0				50000.0				D			
0000354190-06-000004	1443757	Non-Qualified Stock Option (right to buy)		27.1					F3	16-MAY-2015		Common Stock		18450.0				18450.0				D			
0000354190-06-000004	1443756	Non-Qualified Stock Option (right to buy)		26.5					F3	19-JUL-2011		Common Stock		25000.0				25000.0				D			
0000354190-06-000004	1443755	Non-Qualified Stock Option (right to buy)		24.9				01-JAN-2004	F3	16-JUL-2013		Common Stock		50000.0				50000.0				D			
0001340381-06-000003	1193604	Stock Options		18.45				01-MAR-2006		01-MAR-2015		Cornerstone Bancshares, Inc.		500.0				500.0				D			
0001340381-06-000003	1193603	Stock Options		10.88				01-MAR-2005	F1	01-MAR-2014		Cornerstone Bancshares, Inc.		1000.0				1000.0				D			
0000020286-06-000022	1402142	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402141	Stock Option		18.0				03-FEB-1997	F3	03-FEB-2006		Common Stock		3474.0				3474.0				D			
0000020286-06-000022	1402140	Employee Stock Option (right to buy)		41.63					F3	25-JAN-2015		Common Stock		21000.0				21000.0				D			
0000020286-06-000022	1402139	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402151	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402150	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402149	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402148	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402147	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0				D			
0000020286-06-000022	1402146	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0				D			
0000020286-06-000022	1402143	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000022	1402144	Stock Option		20.85				15-APR-1998		15-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000022	1402145	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0				D			
0000354190-06-000002	1188698	Non-Qualified Stock Option (right to buy)		18.5					F3	20-JUN-2010		Common Stock		30000.0				30000.0				D			
0000354190-06-000002	1188699	Non-Qualified Stock Option (right to buy)		22.7					F3	21-JUL-2012		Common Stock		20000.0				20000.0				D			
0000354190-06-000002	1188697	Non-Qualified Stock Option (right to buy)		9.25					F3	30-AUG-2008		Common Stock		40000.0				40000.0				D			
0000354190-06-000002	1188696	Non-Qualified Stock Option (right to buy)		7.97					F3	17-JUL-2006		Common Stock		40000.0				40000.0				D			
0000354190-06-000002	1188703	Non-Qualified Stock Option (right to buy)		29.42					F3	21-JUL-2014		Common Stock		35000.0				35000.0				D			
0000354190-06-000002	1188702	Non-Qualified Stock Option (right to buy)		27.25					F3	20-JUL-2015		Common Stock		30000.0				30000.0				D			
0000354190-06-000002	1188701	Non-Qualified Stock Option (right to buy)		26.5					F3	19-JUL-2011		Common Stock		20000.0				20000.0				D			
0000354190-06-000002	1188700	Non-Qualified Stock Option (right to buy)		24.9				01-JAN-2004	F3	16-JUL-2013		Common Stock		35000.0				35000.0				D			
0000020286-06-000020	1234053	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234065	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234064	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234063	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234062	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234061	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0				D			
0000020286-06-000020	1234060	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234059	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234058	Stock Option		20.85				15-APR-1998		15-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000020	1234057	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		8269.0				8269.0				D			
0000020286-06-000020	1234056	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		16538.0				16538.0				D			
0000020286-06-000020	1234054	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		21000.0				21000.0				D			
0000020286-06-000020	1234055	Phantom Stock		0.0				08-AUG-1988		08-AUG-1988		Common Stock		6312.0				6312.0				D			
0001206847-06-000001	1084164	Option to purchase common stock		0.57					F1	24-JAN-2011		common stock		15000.0								D			
0001206847-06-000001	1084160	Option to purchase comon stock		9.99					F1	20-JAN-2009		common stock		2500.0								D			
0001206847-06-000001	1084161	Option to purchase common stock		6.12					F2	31-JUL-2006		common stock		400.0								D			
0001206847-06-000001	1084162	Option to purchase common stock		5.74					F3	28-SEP-2009		common stock		8000.0								D			
0001206847-06-000001	1084167	Option to purchase common stock		1.67					F4	10-DEC-2011		common stock		15000.0								D			
